Country Name,Country Code,Series Name,Series Code,1980 [YR1980],2000 [YR2000],2010 [YR2010],2022 [YR2022]
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.24346530546786,3.2719645286232,-0.413254118484915,3.36097255511649
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,19.5923315337859,4.82768910127822
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,2.4612634592269,-3.90123628018621,4.79219035098895
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,10.000066815788,4.50000000003065,-2.06971152527731
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.95161232957594,8.37092003930509,7.33464833286297,8.15748772106373
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.09304469244418,6.1247199226125,-6.02201117230058
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,2.17937971500419,-5.47368421052632,..
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,6.67198365652814,0.927137395433462
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.65245760140385,5.62541614593002,5.03949288842378,8.7441536283484
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.98776197168547,3.88721095816793,3.39088925336209,4.15385649424151
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,6.13181308953254,0.73104455254213,2.25144856461867
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.10067700117105,4.25319834931828,4.50513204312067,8.80000017265998
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.84350375629161,6.6527296593931,6.63749245827168,3.50074170696743
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.1133721068475,9.03831632555163,14.5197497108994,3.64697207108541
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,3.19999402154461,9.69999999999958
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,1.16652651824111,6.71663274983085,1.6687029395207
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.67237154968245,1.34374847220215,5.37455265359475
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,-14.2769995911798,9.70838816928725,-4.06243940275354
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.9013900443196,..,..,4.79877898924205
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.62058342724157,4.20000000067826,3.03973288127956,2.04229935251898
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,5.49341639529945,..
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.20872810729247,5.24594382377803,0.162919517758226,5.45173962343239
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.84602651616864,6.00003315828934,8.01596737040464,-7.82397732646906
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.44012103734693,10.042808415173,0.0439776540971621,9.00000000000001
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.22052809139288,0.0487485535201131,0.33043025099056,15.4
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.44272021907807,1.63903190394467,-4.47046793507802,4.95299328443757
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.52431014779975,6.34586743997545,3.85824195230107,-0.953407030476754
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-8.800000000032,2.09999886750489,5.16882515225814,1.8877187202435
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.69997143939247,4.7663488714872,5.95210700755608,2.6422167398257
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.95871971933516,3.24339733550173,2.05923242019972
